Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
Q21443	Caenorhabditis elegans	Metazoa	566		0	False	4.0	train
Q8IEK7	Plasmodium falciparum (isolate 3D7)	Other	87		0	False	3.0	train
Q9M3C6	Arabidopsis thaliana	Plants	277		0	False	1.0	train
P83183	Eledone cirrhosa	Metazoa	84		0	False	4.0	train
P07266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		0	False	4.0	train
Q9Y4L5	Homo sapiens	Metazoa	304		0	False	0.0	train
Q14498	Homo sapiens	Metazoa	530		0	False	4.0	train
Q02596	Mus musculus	Metazoa	151	19.0	1		3.0	train
P28005	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173		0	False	4.0	train
Q9JHR9	Mus musculus	Metazoa	270		0	False	2.0	train
Q6RFH5	Homo sapiens	Metazoa	385		0	False	0.0	train
P18492	Hordeum vulgare	Plants	469		0	False	3.0	train
O70200	Mus musculus	Metazoa	147		0	False	3.0	train
P53913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173		0	False	0.0	train
O77408	Lymnaea stagnalis	Metazoa	638		0	True	1.0	train
Q12072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	812		0	False	0.0	train
Q7TQD2	Mus musculus	Metazoa	218		0	False	0.0	train
P49662	Homo sapiens	Metazoa	377		0	False	0.0	train
Q96E11	Homo sapiens	Metazoa	262		0	False	0.0	train
Q9C7A2	Arabidopsis thaliana	Plants	590		0	False	3.0	train
Q6P1J9	Homo sapiens	Metazoa	531		0	False	3.0	train
P30542	Homo sapiens	Metazoa	326		0	True	3.0	train
O88892	Mus musculus	Metazoa	62		0	False	4.0	train
P43579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		0	False	0.0	train
O75340	Homo sapiens	Metazoa	191		0	False	0.0	train
Q9P805	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		0	False	4.0	train
P78811	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	506		0	False	1.0	train
O80952	Arabidopsis thaliana	Plants	296		0	False	1.0	train
Q8IY42	Homo sapiens	Metazoa	314		0	False	1.0	train
H2L0G5	Caenorhabditis elegans	Metazoa	1367		0	False	1.0	train
O43482	Homo sapiens	Metazoa	229		0	False	3.0	train
Q9NX58	Homo sapiens	Metazoa	379		0	False	1.0	train
Q06675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		0	False	4.0	train
P36056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628		0	False	1.0	train
Q99969	Homo sapiens	Metazoa	163	20.0	1		1.0	train
Q9WVH3	Mus musculus	Metazoa	505		0	False	4.0	train
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420		0	False	3.0	train
Q15760	Homo sapiens	Metazoa	415		0	True	0.0	train
Q96C12	Homo sapiens	Metazoa	935		0	False	0.0	train
A0A0D1CRD0	Mycosarcoma maydis	Fungi	550		0	False	0.0	train
B2AFA8	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	Fungi	775		0	False	1.0	train
Q9NY87	Homo sapiens	Metazoa	97		0	False	0.0	train
P22985	Rattus norvegicus	Metazoa	1331		0	False	1.0	train
Q9SGA2	Arabidopsis thaliana	Plants	361		0	False	1.0	train
Q9XZS8	Drosophila melanogaster	Metazoa	613		0	False	0.0	train
P38172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	270		0	False	1.0	train
Q08857	Mus musculus	Metazoa	472		0	True	1.0	train
Q9JMI1	Rattus norvegicus	Metazoa	672		0	False	4.0	train
P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065		0	False	4.0	train
P41930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		0	True	4.0	train
P48552	Homo sapiens	Metazoa	1158		0	False	0.0	train
Q6PL11	Oryza sativa subsp. japonica	Plants	173		0	False	2.0	train
Q9I7K6	Drosophila melanogaster	Metazoa	492		0	False	4.0	train
P51948	Homo sapiens	Metazoa	309		0	False	3.0	train
P40019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	1.0	train
P98078	Mus musculus	Metazoa	766		0	False	2.0	train
Q9FZK4	Arabidopsis thaliana	Plants	122		0	False	4.0	train
Q96RL7	Homo sapiens	Metazoa	3174		0	False	3.0	train
O94459	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	559		0	False	0.0	train
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320		0	False	2.0	train
O00623	Homo sapiens	Metazoa	359		0	True	3.0	train
Q06163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	884		0	False	0.0	train
Q9H4B6	Homo sapiens	Metazoa	383		0	False	2.0	train
P53082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		0	False	0.0	train
P47116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	818		0	False	2.0	train
Q8NFH3	Homo sapiens	Metazoa	380		0	False	1.0	train
H6U1I8	Tanacetum cinerariifolium	Plants	365	27.0	1		4.0	train
Q6ZSB9	Homo sapiens	Metazoa	765		0	False	1.0	train
Q13342	Homo sapiens	Metazoa	867		0	False	4.0	train
O94427	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		0	False	0.0	train
P38283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	698		0	False	1.0	train
Q96ST2	Homo sapiens	Metazoa	819		0	False	4.0	train
Q9AT00	Arabidopsis thaliana	Plants	345		0	False	1.0	train
Q8NC56	Homo sapiens	Metazoa	503		0	False	4.0	train
Q9M903	Arabidopsis thaliana	Plants	479		0	False	0.0	train
P82649	Bos taurus	Metazoa	359		0	False	1.0	train
P06911	Rattus norvegicus	Metazoa	188	19.0	1		1.0	train
Q96BR5	Homo sapiens	Metazoa	231		0	False	3.0	train
P81492	Hirudinaria manillensis	Metazoa	84	20.0	1		4.0	train
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False	4.0	train
P82403	Spinacia oleracea	Plants	211		0	False	2.0	train
P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	False	4.0	train
Q02770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		0	False	4.0	train
O94761	Homo sapiens	Metazoa	1208		0	False	3.0	train
P38634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284		0	False	1.0	train
P97287	Mus musculus	Metazoa	331		0	False	2.0	train
Q9B6C8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	469		0	True	0.0	train
Q6PCP7	Mus musculus	Metazoa	798		0	True	0.0	train
Q9DEX1	Xenopus laevis	Metazoa	560		0	False	4.0	train
Q8WY64	Homo sapiens	Metazoa	445		0	False	3.0	train
Q9GYS1	Caenorhabditis elegans	Metazoa	459		0	False	0.0	train
Q9H1K0	Homo sapiens	Metazoa	784		0	False	0.0	train
P00927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	2.0	train
O74350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		0	False	3.0	train
P06681	Homo sapiens	Metazoa	752	20.0	1		3.0	train
Q969Z4	Homo sapiens	Metazoa	430	25.0	1		4.0	train
Q924B5	Rattus norvegicus	Metazoa	250	25.0	1		4.0	train
Q94K49	Arabidopsis thaliana	Plants	396		0	False	2.0	train
Q06032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482		0	False	3.0	train
Q00870	Fusarium solani subsp. phaseoli	Fungi	350	19.0	1		0.0	train
Q9NR90	Homo sapiens	Metazoa	486		0	False	1.0	train
Q8BGD7	Mus musculus	Metazoa	802		0	False	3.0	train
Q39261	Arabidopsis thaliana	Plants	150		0	False	4.0	train
O08901	Mus musculus	Metazoa	1058		0	False	4.0	train
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		0	False	1.0	train
Q9SRX9	Arabidopsis thaliana	Plants	335		0	False	0.0	train
Q9H5F2	Homo sapiens	Metazoa	150		0	False	3.0	train
Q9QYJ6	Rattus norvegicus	Metazoa	794		0	False	0.0	train
Q03405	Homo sapiens	Metazoa	335	22.0	1		1.0	train
Q9U7D5	Caenorhabditis elegans	Metazoa	611		0	True	1.0	train
Q9ES19	Rattus norvegicus	Metazoa	347		0	False	3.0	train
Q9UBN6	Homo sapiens	Metazoa	386	55.0	1		3.0	train
Q84Q77	Oryza sativa subsp. japonica	Plants	161		0	False	4.0	train
Q04226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	False	3.0	train
G5EGP4	Caenorhabditis elegans	Metazoa	865		0	False	0.0	train
Q10154	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		0	False	1.0	train
P26358	Homo sapiens	Metazoa	1616		0	False	1.0	train
Q42342	Arabidopsis thaliana	Plants	134		0	False	1.0	train
Q9SID1	Arabidopsis thaliana	Plants	238		0	False	1.0	train
O15304	Homo sapiens	Metazoa	175		0	False	2.0	train
Q6PG16	Mus musculus	Metazoa	667		0	False	4.0	train
Q9Y6I9	Homo sapiens	Metazoa	313		0	True	3.0	train
O74465	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	999		0	False	1.0	train
Q9FWR4	Arabidopsis thaliana	Plants	213		0	False	3.0	train
Q9C7C4	Arabidopsis thaliana	Plants	327		0	False	1.0	train
P24052	Gallus gallus	Metazoa	142	21.0	1		4.0	train
O88801	Rattus norvegicus	Metazoa	354		0	False	2.0	train
Q8W1E3	Arabidopsis thaliana	Plants	298		0	False	3.0	train
Q9BXJ3	Homo sapiens	Metazoa	329	16.0	1		0.0	train
G5EEV2	Caenorhabditis elegans	Metazoa	4062		0	False	0.0	train
Q96LD4	Homo sapiens	Metazoa	638		0	False	1.0	train
Q4KMP7	Homo sapiens	Metazoa	808		0	False	3.0	train
Q07349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420		0	False	0.0	train
Q9C086	Homo sapiens	Metazoa	356		0	False	1.0	train
P41779	Caenorhabditis elegans	Metazoa	338		0	False	4.0	train
Q96QE3	Homo sapiens	Metazoa	1844		0	False	4.0	train
Q9SB47	Arabidopsis thaliana	Plants	319		0	False	1.0	train
Q12139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1133		0	False	2.0	train
Q93YQ3	Arabidopsis thaliana	Plants	323		0	False	1.0	train
Q9GZZ9	Homo sapiens	Metazoa	404		0	False	0.0	train
P35203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		0	False	0.0	train
P34706	Caenorhabditis elegans	Metazoa	2150		0	False	1.0	train
Q01543	Homo sapiens	Metazoa	452		0	False	3.0	train
P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		0	False	4.0	train
P09108	Tetronarce californica	Metazoa	412		0	False	4.0	train
A4D2B0	Homo sapiens	Metazoa	266		0	False	0.0	train
Q9LPW3	Arabidopsis thaliana	Plants	450		0	False	3.0	train
P18911	Mus musculus	Metazoa	458		0	False	2.0	train
Q92154	Coturnix japonica	Metazoa	620	17.0	1		1.0	train
O74311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		0	False	1.0	train
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490		0	False	4.0	train
Q9SA52	Arabidopsis thaliana	Plants	378		0	False	1.0	train
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86		0	False	3.0	train
Q9NVI1	Homo sapiens	Metazoa	1328		0	False	1.0	train
P18581	Mus musculus	Metazoa	657		0	True	3.0	train
P03903	Mus musculus	Metazoa	98		0	True	0.0	train
O13895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	377		0	False	4.0	train
A7VN15	Protobothrops flavoviridis	Metazoa	79	19.0	1		1.0	train
Q84LM4	Arabidopsis thaliana	Plants	764		0	False	3.0	train
Q9Z1P6	Mus musculus	Metazoa	113		0	False	4.0	train
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		0	True	1.0	train
Q9JL55	Rattus norvegicus	Metazoa	331		0	True	0.0	train
Q8TEA8	Homo sapiens	Metazoa	209		0	False	3.0	train
Q7TQK0	Mus musculus	Metazoa	723		0	False	1.0	train
Q9SL92	Arabidopsis thaliana	Plants	367		0	False	1.0	train
Q949M9	Arabidopsis thaliana	Plants	353		0	False	0.0	train
B2D6P4	Caenorhabditis elegans	Metazoa	508		0	False	1.0	train
O70361	Mus musculus	Metazoa	1113		0	False	3.0	train
P24522	Homo sapiens	Metazoa	165		0	False	1.0	train
Q9DC70	Mus musculus	Metazoa	224		0	False	1.0	train
O60936	Homo sapiens	Metazoa	208		0	False	2.0	train
P40317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901		0	False	2.0	train
O00092	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	465	26.0	1		2.0	train
O60609	Homo sapiens	Metazoa	400	31.0	1		3.0	train
Q09924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467		0	False	2.0	train
O13046	Xenopus laevis	Metazoa	1127		0	False	1.0	train
Q9DA19	Mus musculus	Metazoa	450		0	False	1.0	train
P17152	Homo sapiens	Metazoa	192		0	True	4.0	train
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591		0	False	3.0	train
Q9W1F4	Drosophila melanogaster	Metazoa	616		0	False	3.0	train
P93740	Arabidopsis thaliana	Plants	280		0	False	1.0	train
P0C6T3	Rattus norvegicus	Metazoa	269		0	True	0.0	train
Q9NZJ0	Homo sapiens	Metazoa	730		0	False	3.0	train
P0DOW4	Ramazzottius varieornatus	Metazoa	445		0	False	2.0	train
Q9BXW9	Homo sapiens	Metazoa	1451		0	False	0.0	train
Q9W088	Drosophila melanogaster	Metazoa	431		0	False	1.0	train
Q3UN54	Mus musculus	Metazoa	99	21.0	1		2.0	train
Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814		0	False	4.0	train
Q86WR0	Homo sapiens	Metazoa	208		0	True	3.0	train
P40465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213		0	False	3.0	train
Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	0.0	train
Q6PCM1	Mus musculus	Metazoa	1323		0	False	0.0	train
P47108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174		0	False	1.0	train
Q8TD06	Homo sapiens	Metazoa	166	21.0	1		4.0	train
P70444	Mus musculus	Metazoa	195		0	False	0.0	train
P57088	Homo sapiens	Metazoa	247		0	True	1.0	train
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		0	False	4.0	train
Q9ZQZ6	Arabidopsis thaliana	Plants	263		0	False	1.0	train
O44997	Caenorhabditis elegans	Metazoa	1425		0	False	0.0	train
Q62674	Rattus norvegicus	Metazoa	648		0	True	4.0	train
P41223	Homo sapiens	Metazoa	144		0	False	1.0	train
O14681	Homo sapiens	Metazoa	340		0	True	4.0	train
E0D877	Aedes albopictus	Metazoa	564	25.0	1		4.0	train
P34951	Hordeum vulgare	Plants	143	24.0	1		1.0	train
Q8MP06	Tyria jacobaeae	Metazoa	456	22.0	1		2.0	train
Q8BWM0	Mus musculus	Metazoa	384		0	True	0.0	train
P53292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		0	False	0.0	train
A2ARP9	Mus musculus	Metazoa	588		0	False	4.0	train
O35284	Mus musculus	Metazoa	125		0	False	4.0	train
Q9SM57	Pisum sativum	Plants	177		0	True	2.0	train
O94411	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	509		0	False	0.0	train
Q19087	Caenorhabditis elegans	Metazoa	470		0	False	3.0	train
P36023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863		0	False	4.0	train
Q15029	Homo sapiens	Metazoa	972		0	False	1.0	train
Q9JIR4	Rattus norvegicus	Metazoa	1615		0	False	4.0	train
P19594	Glycine max	Plants	158	21.0	1		4.0	train
Q9UTE3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	620		0	False	3.0	train
P35735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		0	True	1.0	train
Q8BMB0	Mus musculus	Metazoa	1264		0	False	2.0	train
Q9NQ92	Homo sapiens	Metazoa	184		0	False	1.0	train
Q9T6H8	Arabidopsis thaliana	Plants	382		0	True	3.0	train
P35495	Sus scrofa	Metazoa	133	24.0	1		1.0	train
F4HU58	Arabidopsis thaliana	Plants	420		0	False	4.0	train
Q9H3P2	Homo sapiens	Metazoa	528		0	False	3.0	train
P82920	Bos taurus	Metazoa	87		0	False	1.0	train
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420		0	False	4.0	train
Q9FFD2	Arabidopsis thaliana	Plants	348		0	False	1.0	train
P53207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	False	2.0	train
Q94JZ8	Arabidopsis thaliana	Plants	468		0	False	0.0	train
P38279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		0	True	0.0	train
P42114	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124		0	False	1.0	train
P78780	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		0	False	0.0	train
Q6P2H3	Homo sapiens	Metazoa	762		0	False	4.0	train
Q09M02	Mus musculus	Metazoa	886		0	False	2.0	train
Q01528	Limulus polyphemus	Metazoa	172	19.0	1		0.0	train
Q8IEF6	Plasmodium falciparum (isolate 3D7)	Other	414		0	False	3.0	train
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	True	1.0	train
Q9SGY2	Arabidopsis thaliana	Plants	423		0	False	1.0	train
Q0JJ05	Oryza sativa subsp. japonica	Plants	987		0	False	4.0	train
Q8WQK0	Cotesia rubecula	Metazoa	65	23.0	1		3.0	train
O74826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216		0	False	3.0	train
Q6F4C6	Pinctada fucata	Metazoa	121	16.0	1		0.0	train
O74462	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	452		0	False	3.0	train
Q9EQR5	Mus musculus	Metazoa	269		0	True	3.0	train
P53287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	False	1.0	train
Q9C8J7	Arabidopsis thaliana	Plants	509		0	False	4.0	train
Q9VW27	Drosophila melanogaster	Metazoa	717		0	False	0.0	train
Q6UXK5	Homo sapiens	Metazoa	716	25.0	1		3.0	train
Q67Y93	Arabidopsis thaliana	Plants	191		0	False	2.0	train
Q9LYG9	Arabidopsis thaliana	Plants	734		0	False	0.0	train
Q9QXY4	Rattus norvegicus	Metazoa	580		0	False	4.0	train
P10900	Hordeum vulgare	Plants	508		0	True	4.0	train
Q04089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582		0	False	4.0	train
Q6GKV1	Arabidopsis thaliana	Plants	324		0	False	4.0	train
P48239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		0	False	1.0	train
Q9UIA9	Homo sapiens	Metazoa	1087		0	False	0.0	train
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139		0	False	2.0	train
Q9HAP6	Homo sapiens	Metazoa	207		0	False	1.0	train
Q5GQ85	Argas reflexus	Metazoa	159	16.0	1		4.0	train
O74796	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		0	False	4.0	train
Q9UKZ9	Homo sapiens	Metazoa	415	23.0	1		3.0	train
Q9QYW0	Rattus norvegicus	Metazoa	523		0	False	2.0	train
Q8BTQ0	Mus musculus	Metazoa	241		0	False	4.0	train
Q0VD83	Homo sapiens	Metazoa	1097		0	False	1.0	train
Q9UHF4	Homo sapiens	Metazoa	553	29.0	1		4.0	train
G5EGK6	Caenorhabditis elegans	Metazoa	2407		0	False	3.0	train
Q9SF47	Arabidopsis thaliana	Plants	904		0	False	0.0	train
Q8WZJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		0	False	4.0	train
Q09808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		0	False	4.0	train
P15720	Gallus gallus	Metazoa	174		0	False	4.0	train
Q8T0G4	Drosophila melanogaster	Metazoa	629		0	False	3.0	train
Q96SB8	Homo sapiens	Metazoa	1091		0	False	3.0	train
P0DMU9	Homo sapiens	Metazoa	189		0	False	3.0	train
Q9UJX3	Homo sapiens	Metazoa	565		0	False	0.0	train
Q95QD7	Caenorhabditis elegans	Metazoa	435		0	False	1.0	train
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		0	False	1.0	train
P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1323		0	False	0.0	train
Q15811	Homo sapiens	Metazoa	1721		0	False	4.0	train
Q05860	Mus musculus	Metazoa	1466		0	False	4.0	train
O94864	Homo sapiens	Metazoa	414		0	False	1.0	train
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541		0	False	1.0	train
Q7JRE4	Drosophila melanogaster	Metazoa	650		0	False	4.0	train
P13469	Drosophila melanogaster	Metazoa	542		0	False	1.0	train
C7G3K3	Liocheles australasiae	Metazoa	80	21.0	1		3.0	train
Q08961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		0	False	3.0	train
P39522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585		0	False	2.0	train
P33559	Aspergillus kawachii (strain NBRC 4308)	Fungi	327	25.0	1		1.0	train
Q49MI3	Homo sapiens	Metazoa	558		0	False	3.0	train
Q96I23	Homo sapiens	Metazoa	114		0	False	1.0	train
Q9JIH2	Mus musculus	Metazoa	466		0	False	3.0	train
P27773	Mus musculus	Metazoa	505	24.0	1		2.0	train
Q9VZM7	Drosophila melanogaster	Metazoa	631		0	False	3.0	train
P40481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		0	False	1.0	train
Q8C206	Mus musculus	Metazoa	330		0	True	4.0	train
P11911	Mus musculus	Metazoa	220	28.0	1		1.0	train
A0A075TXZ1	Penicillium expansum	Fungi	324		0	False	4.0	train
P52890	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566		0	False	4.0	train
Q6PEM8	Mus musculus	Metazoa	459		0	True	3.0	train
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499		0	False	4.0	train
Q13356	Homo sapiens	Metazoa	520		0	False	4.0	train
P11020	Scyliorhinus canicula	Metazoa	80		0	False	2.0	train
Q7Z3E1	Homo sapiens	Metazoa	657		0	False	2.0	train
P83369	Homo sapiens	Metazoa	360		0	False	2.0	train
P29320	Homo sapiens	Metazoa	983	20.0	1		1.0	train
Q16611	Homo sapiens	Metazoa	211		0	False	4.0	train
P19447	Homo sapiens	Metazoa	782		0	False	4.0	train
Q9LLC6	Chlamydomonas reinhardtii	Plants	198		0	False	0.0	train
Q9H9J2	Homo sapiens	Metazoa	332		0	False	0.0	train
Q8TDQ1	Homo sapiens	Metazoa	290	19.0	1		0.0	train
P06454	Homo sapiens	Metazoa	111		0	False	0.0	train
P05030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	918		0	False	2.0	train
P16383	Homo sapiens	Metazoa	781		0	False	4.0	train
Q7Z4T9	Homo sapiens	Metazoa	767		0	False	3.0	train
Q9Z2F6	Mus musculus	Metazoa	448		0	False	2.0	train
Q9SNB6	Arabidopsis thaliana	Plants	395		0	False	0.0	train
P18480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	905		0	False	4.0	train
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		0	False	4.0	train
Q0VG06	Homo sapiens	Metazoa	881		0	False	2.0	train
Q6PB66	Mus musculus	Metazoa	1392		0	False	2.0	train
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843		0	False	2.0	train
Q22707	Caenorhabditis elegans	Metazoa	233		0	False	3.0	train
Q5I2A0	Mus musculus	Metazoa	440		0	False	1.0	train
P36052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402		0	False	4.0	train
P36213	Hordeum vulgare	Plants	205		0	False	2.0	train
P28321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		0	False	1.0	train
Q58A45	Homo sapiens	Metazoa	887		0	False	4.0	train
Q9UDR5	Homo sapiens	Metazoa	926		0	False	2.0	train
Q8VZV9	Arabidopsis thaliana	Plants	161		0	False	2.0	train
Q9MYV1	Canis lupus familiaris	Metazoa	128	25.0	1		4.0	train
Q7L592	Homo sapiens	Metazoa	441		0	False	4.0	train
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21.0	1		1.0	train
P14868	Homo sapiens	Metazoa	501		0	False	0.0	train
Q14146	Homo sapiens	Metazoa	1524		0	False	1.0	train
P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	0.0	train
Q5D710	Scylla serrata	Metazoa	126	24.0	1		3.0	train
Q02884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456		0	False	1.0	train
Q61233	Mus musculus	Metazoa	627		0	False	4.0	train
P48634	Homo sapiens	Metazoa	2157		0	False	3.0	train
Q7Z7H3	Homo sapiens	Metazoa	387		0	False	0.0	train
Q8N5G0	Homo sapiens	Metazoa	67		0	True	3.0	train
Q9FVW4	Arabidopsis thaliana	Plants	482		0	False	2.0	train
Q5FBB7	Homo sapiens	Metazoa	561		0	False	3.0	train
Q8VYF7	Arabidopsis thaliana	Plants	238		0	False	1.0	train
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622		0	False	4.0	train
Q8N3V7	Homo sapiens	Metazoa	929		0	False	0.0	train
Q96SI1	Homo sapiens	Metazoa	283		0	False	1.0	train
O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280		0	False	1.0	train
Q5U5X0	Homo sapiens	Metazoa	104		0	False	4.0	train
P54654	Dictyostelium discoideum	Other	464		0	False	0.0	train
Q4WW97	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292		0	False	1.0	train
Q9C0U3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	109		0	False	2.0	train
P49903	Homo sapiens	Metazoa	392		0	False	2.0	train
Q80ZI2	Mus musculus	Metazoa	223		0	False	2.0	train
P38969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423		0	False	0.0	train
Q9ULV3	Homo sapiens	Metazoa	898		0	False	0.0	train
O35683	Mus musculus	Metazoa	70		0	True	4.0	train
Q8BMP6	Mus musculus	Metazoa	525		0	False	4.0	train
Q9NRA8	Homo sapiens	Metazoa	985		0	False	0.0	train
Q05543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		0	False	4.0	train
Q6SJ95	Mus musculus	Metazoa	350		0	False	2.0	train
F4J7T2	Arabidopsis thaliana	Plants	1907		0	False	0.0	train
